tex,image_path
\int \cos -8x \sin -4x dx,images/img_0001430.png
\int e^{-1x} \tanh 2x dx,images/img_0001431.png
\int \sinh -6x \cosh 5x dx,images/img_0001432.png
\int \frac{\ln -8x}{x} dx,images/img_0001433.png
\int x^4 \cos \pi x dx,images/img_0001434.png
\int \sqrt{-6x-5} dx,images/img_0001435.png
\int \cos -1x \sinh -8x dx,images/img_0001436.png
\int \sinh 4x \cosh 4x dx,images/img_0001437.png
\int \cos^p -6x dx,images/img_0001438.png
\int x\sqrt{x-3} dx,images/img_0001439.png
\int \frac{1}{1x^2-8x-7} dx,images/img_0001440.png
\int x e^{+9x^2} {dx},images/img_0001441.png
\int x \sqrt{\pi x + 4} dx,images/img_0001442.png
\int x^4 \cos x dx,images/img_0001443.png
\int x \ln \left ( e^2 - 9^2 x^2 \right ) dx,images/img_0001444.png
\int \sec^3 x \tan x dx,images/img_0001445.png
\int \sqrt{x^3(ex+5)} dx,images/img_0001446.png
\int x \sin x dx,images/img_0001447.png
\int \cos^2 -4x \sin -1x dx,images/img_0001448.png
\int \cos^2 2x dx,images/img_0001449.png
\int (x+a)^e dx,images/img_0001450.png
\int x \sqrt{-1 x^2 + 6x -6} dx,images/img_0001451.png
\int x \sqrt{-8x + 9} dx,images/img_0001452.png
\int \ln (-5x + 4) dx,images/img_0001453.png
\int \cos -5x \cosh -3x dx,images/img_0001454.png
\int (x+1)^\pi dx,images/img_0001455.png
\int \frac{1}{(x+1)^2} dx,images/img_0001456.png
\int \sin^2 6x \cos -9x dx,images/img_0001457.png
\int \frac{1}{6x^2-1x+5} dx,images/img_0001458.png
\int \frac{1}{-5x^2-2x-6} dx,images/img_0001459.png
\int \sin -6x \sinh 4x dx,images/img_0001460.png
\int \sqrt{4x-8} dx,images/img_0001461.png
\int \sqrt{3 x^2 + 2 x + 7} dx,images/img_0001462.png
\int \cos -4x \sinh 4x dx,images/img_0001463.png
\int \sqrt{x^3(-8x+1)} dx,images/img_0001464.png
\int \sqrt{8 x^2 + 6 x + 6} dx,images/img_0001465.png
\int \csc^2 2x dx,images/img_0001466.png
\int \sqrt{x^3(4x-2)} dx,images/img_0001467.png
\int \cosh 2x dx,images/img_0001468.png
\int\frac{1}{\sqrt{-7x^2-8x+2}} dx,images/img_0001469.png
\int e^{2x} \tanh \pi x dx,images/img_0001470.png
\int \cos 5x \sin 3x dx,images/img_0001471.png
\int \cos^3 -2x dx,images/img_0001472.png
\int x^3 e^{x} dx,images/img_0001473.png
\int x^2 e^{4x} dx,images/img_0001474.png
\int \sin \pi x \sinh -4x dx,images/img_0001475.png
\int e^{ax} dx,images/img_0001476.png
\int e^{4x} \cos -6x dx,images/img_0001477.png
\int \sqrt{3 x^2 + 2 x -3} dx,images/img_0001478.png
\int \sqrt{x^3(-8x-2)} dx,images/img_0001479.png
\int \sqrt{\frac{x}{-8-x}} dx,images/img_0001480.png
\int \sin ax \sinh 5x dx,images/img_0001481.png
\int\frac{1}{\sqrt{-9x^2+bx-3}} dx,images/img_0001482.png
\int (x+8)^6 dx,images/img_0001483.png
\int \tan^8 9x dx,images/img_0001484.png
\int \sin^2 3x dx,images/img_0001485.png
\int e^{ex} \cosh -7x dx,images/img_0001486.png
\int \sinh ex dx,images/img_0001487.png
\int \ln 1x dx,images/img_0001488.png
\int\frac{1}{\sqrt{ax^2+9x+\pi }} dx,images/img_0001489.png
\int \sec^2 5x dx,images/img_0001490.png
\int e^{6x} \cos 4x dx,images/img_0001491.png
\int \sin 5x dx,images/img_0001492.png
\int \cos^p -5x dx,images/img_0001493.png
\int e^{2x} \sin -4x dx,images/img_0001494.png
\int e^{-6x} \sinh 6x dx,images/img_0001495.png
\int \sec x dx,images/img_0001496.png
\int \sqrt{x^3(5x+e)} dx,images/img_0001497.png
\int \frac{x}{\sqrt{ax^2-5x-7}} dx,images/img_0001498.png
\int \sqrt{x-e} dx,images/img_0001499.png
\int \sinh 8x \cosh -2x dx,images/img_0001500.png
\int \frac{x}{(x-9)^2} dx,images/img_0001501.png
\int \cos ax \sin 3x dx,images/img_0001502.png
\int e^{+9x^2} dx,images/img_0001503.png
\int \sqrt{x(-9x+3)} dx,images/img_0001504.png
\int \ln (ex + 6) dx,images/img_0001505.png
\int e^{-7x} \sinh -5x dx,images/img_0001506.png
\int x(x+e)^7 dx,images/img_0001507.png
\int e^{bx} \cos ax dx,images/img_0001508.png
\int \frac{x^2}{\sqrt{x^2 + 4^2}} dx,images/img_0001509.png
\int \tan \pi x dx,images/img_0001510.png
\int (x+\pi )^n dx,images/img_0001511.png
\int \sinh -2x \cosh 7x dx,images/img_0001512.png
\int \frac{1}{-1x-9} dx,images/img_0001513.png
\int \sqrt{x^3(3x-4)} dx,images/img_0001514.png
\int e^{-6x} \cos ax dx,images/img_0001515.png
\int x^2 \sin -8x dx,images/img_0001516.png
\int \ln (-2x -7) dx,images/img_0001517.png
\int \ln \left ( ax^2 + 1x -6\right) dx,images/img_0001518.png
\int \sqrt{x(5x+e)} dx,images/img_0001519.png
\int \sin -1x \sinh -1x dx,images/img_0001520.png
\int e^{3x} \cos 1x dx,images/img_0001521.png
\int x \ln \left ( 9^2 - (-6)^2 x^2 \right ) dx,images/img_0001522.png
\int \ln -9x dx,images/img_0001523.png
\int\frac{dx}{((-1)^2+x^2)^{3/2}},images/img_0001524.png
\int \sqrt{x(5x-3)} dx,images/img_0001525.png
\int e^{4x} \cosh 8x dx,images/img_0001526.png
\int \sqrt{2x+5} dx,images/img_0001527.png
\int \sin^2 2x \cos^2 9x dx,images/img_0001528.png
\int \sin^n 9x dx,images/img_0001529.png
\int \ln \left ( \pi x^2 -6x + 9\right) dx,images/img_0001530.png
\int x (\ln x)^2 dx,images/img_0001531.png
\int \frac{1}{8x^2+6x-6} dx,images/img_0001532.png
\int x^2 \cos x dx,images/img_0001533.png
\int\frac{dx}{(3^2+x^2)^{3/2}},images/img_0001534.png
\int \frac{1}{(x+1)(x+8)} dx,images/img_0001535.png
\int x \sqrt{x^2 + 5^2} dx,images/img_0001536.png
\int \cos -6x \sinh 1x dx,images/img_0001537.png
\int \cos^2 -9x \sin -9x dx,images/img_0001538.png
\int \frac{x}{\sqrt{9^2-x^2}} dx,images/img_0001539.png
\int x^5 \cos -2x dx,images/img_0001540.png
\int \sin^2 -3x \cos -4x dx,images/img_0001541.png
\int \sin^3 -9x dx,images/img_0001542.png
\int \csc^2 -4x dx,images/img_0001543.png
\int x \sqrt{4x + 6} dx,images/img_0001544.png
\int\sqrt{x^2 + (-9)^2} dx,images/img_0001545.png
\int \sqrt{4 x^2 -8 x -9} dx,images/img_0001546.png
\int \sin 9x dx,images/img_0001547.png
\int \sin^2 ax \cos^2 ax dx,images/img_0001548.png
\int \sqrt{3 x^2 -5 x + 7} dx,images/img_0001549.png
\int x \ln (-3x -1) dx,images/img_0001550.png
\int \frac{1}{(-3)^2+x^2} dx,images/img_0001551.png
\int\frac{1}{\sqrt{9x^2+4x+7}} dx,images/img_0001552.png
\int \tan -8x dx,images/img_0001553.png
\int (x-5)^9 dx,images/img_0001554.png
\int e^{-8x} dx,images/img_0001555.png
\int x \cos 1x dx,images/img_0001556.png
\int \frac{x}{(x-3)^2} dx,images/img_0001557.png
\int (x+9)^6 dx,images/img_0001558.png
\int \frac{1}{\sqrt{x^2 + 6^2}} dx,images/img_0001559.png
\int \tanh -5x dx,images/img_0001560.png
\int \sqrt{5 x^2 + 5 x -4} dx,images/img_0001561.png
\int \frac{1}{(x+\pi )(x+6)} dx,images/img_0001562.png
\int \sqrt{x(4x+b)} dx,images/img_0001563.png
\int \cos^p 8x dx,images/img_0001564.png
\int \frac{x}{\sqrt{4x^2-7x-4}} dx,images/img_0001565.png
\int e^{7x} \sinh 3x dx,images/img_0001566.png
\int (ex+4)^{3/2} dx,images/img_0001567.png
\int \sqrt{x^3(\pi x+2)} dx,images/img_0001568.png
\int x(x+2)^\pi dx,images/img_0001569.png
\int \frac{x}{\sqrt{-3x^2-2x-9}} dx,images/img_0001570.png
\int x \ln (-8x -5) dx,images/img_0001571.png
\int e^{6x} \cosh -9x dx,images/img_0001572.png
\int \sqrt{x^3(-9x-6)} dx,images/img_0001573.png
\int \ln \left ( 8x^2 -3x + \pi \right) dx,images/img_0001574.png
\int e^{-1x} \cosh 9x dx,images/img_0001575.png
\int \sec^9 x \tan x dx,images/img_0001576.png
\int \sin -8x \cosh 4x dx,images/img_0001577.png
\int e^{6x} \tanh bx dx,images/img_0001578.png
\int e^{5x} \sinh \pi x dx,images/img_0001579.png
\int \sin 2x \cosh 6x dx,images/img_0001580.png
\int x^9 \cos 4x dx,images/img_0001581.png
\int x \cos 2x dx,images/img_0001582.png
\int x e^{-6x^2} {dx},images/img_0001583.png
\int\frac{dx}{((-9)^2+x^2)^{3/2}},images/img_0001584.png
\int \sin^2 -4x \cos 3x dx,images/img_0001585.png
\int e^{6x} \sinh 8x dx,images/img_0001586.png
\int\frac{dx}{(\pi ^2+x^2)^{3/2}},images/img_0001587.png
\int \sec^2 6x dx,images/img_0001588.png
\int \cos -4x \cosh -9x dx,images/img_0001589.png
\int x^8 \sin x dx,images/img_0001590.png
\int e^{5x} \cosh -9x dx,images/img_0001591.png
\int e^{ex} \cosh -2x dx,images/img_0001592.png
\int \sqrt{x} e^{-6x} dx,images/img_0001593.png
\int \sin^2 \cdot ex \cos 8x dx,images/img_0001594.png
\int x^n e^{6x} dx,images/img_0001595.png
\int e^{-1x} \cos -2x dx,images/img_0001596.png
\int \sqrt{x+4} dx,images/img_0001597.png
\int \frac{x}{-3x^2+8x-5} dx,images/img_0001598.png
\int \cos^2 -9x \sin -1x dx,images/img_0001599.png
\int e^{-7x} \sin 5x dx,images/img_0001600.png
\int e^{6x} \sinh -6x dx,images/img_0001601.png
\int \sin ex dx,images/img_0001602.png
\int \frac{x^2}{\sqrt{x^2 + (-6)^2}} dx,images/img_0001603.png
\int \tan^3 9x dx,images/img_0001604.png
\int e^{5x} \sin 6x dx,images/img_0001605.png
\int\sqrt{x^2 + a^2} dx,images/img_0001606.png
\int \sin^2 \pi x \cos 8x dx,images/img_0001607.png
\int x(x-1)^7 dx,images/img_0001608.png
\int x^2 e^{2x} dx,images/img_0001609.png
\int \cos^3 -1x dx,images/img_0001610.png
\int x \ln (9x + 7) dx,images/img_0001611.png
\int e^{-9x} \sin -5x dx,images/img_0001612.png
\int x \ln (8x + 7) dx,images/img_0001613.png
\int \cos^2 8x \sin 8x dx,images/img_0001614.png
\int x^2 \cos -2x dx,images/img_0001615.png
\int e^{3x} \cosh 5x dx,images/img_0001616.png
\int e^{-5x} \cosh 3x dx,images/img_0001617.png
\int x^7 \ln x dx,images/img_0001618.png
\int \frac{x^2}{(-4)^2+x^2} dx,images/img_0001619.png
\int \sin -1x \cosh 8x dx,images/img_0001620.png
\int e^{3x} \sin 6x dx,images/img_0001621.png
\int e^{1x} \cosh -6x dx,images/img_0001622.png
\int \ln -8x dx,images/img_0001623.png
\int \ln (3x -2) dx,images/img_0001624.png
\int \cos^p ex dx,images/img_0001625.png
\int \sqrt{x^3(-2x+7)} dx,images/img_0001626.png
\int \tan^3 \pi x dx,images/img_0001627.png
\int \frac{1}{(x-7)(x-3)} dx,images/img_0001628.png
\int x \cos -6x dx,images/img_0001629.png
\int \sin -9x dx,images/img_0001630.png
\int \cos -7x \sinh 4x dx,images/img_0001631.png
\int \frac{x}{(x-6)^2} dx,images/img_0001632.png
\int \frac{1}{(x+7)(x-1)} dx,images/img_0001633.png
\int \cos 7x \sin 4x dx,images/img_0001634.png
\int x^7 \cos -8x dx,images/img_0001635.png
\int \cos^2 1x \sin 1x dx,images/img_0001636.png
\int \sqrt{\frac{x}{4+x}} dx,images/img_0001637.png
\int \sin 4x \sinh 5x dx,images/img_0001638.png
\int x \ln \left ( 3^2 - 1^2 x^2 \right ) dx,images/img_0001639.png
\int \cos 5x \sinh -6x dx,images/img_0001640.png
\int x^n e^{4x} dx,images/img_0001641.png
\int \sin^2 8x \cos -7x dx,images/img_0001642.png
\int \frac{x}{\sqrt{x+ 2} } dx,images/img_0001643.png
\int \sin^n 7x dx,images/img_0001644.png
\int \sqrt{x^3(9x+1)} dx,images/img_0001645.png
\int \frac{\ln -5x}{x} dx,images/img_0001646.png
\int \frac{x}{\sqrt{2x^2-9x+9}} dx,images/img_0001647.png
\int e^{ex} \cos 1x dx,images/img_0001648.png
\int \sin -4x \sinh 4x dx,images/img_0001649.png
\int e^{4x} \cosh -5x dx,images/img_0001650.png
\int \ln \left ( 4x^2 + 5x + 5\right) dx,images/img_0001651.png
\int (x+\pi )^9 dx,images/img_0001652.png
\int \frac{1}{\sqrt{x+ 4}} dx,images/img_0001653.png
\int \sin 8x \sinh 3x dx,images/img_0001654.png
\int \frac{x}{(-6)^2+x^2} dx,images/img_0001655.png
\int x e^{-8x^2} {dx},images/img_0001656.png
\int e^{-1x} \sinh 8x dx,images/img_0001657.png
\int \frac{1}{2x^2-4x+8} dx,images/img_0001658.png
\int \frac{1}{(x+\pi )(x+b)} dx,images/img_0001659.png
\int \cos 1x dx,images/img_0001660.png
\int e^{-7x} \cos 9x dx,images/img_0001661.png
\int \sqrt{6x-8} dx,images/img_0001662.png
\int \frac{1}{-2x^2+4x+2} dx,images/img_0001663.png
\int e^x \sin x dx,images/img_0001664.png
\int \tan^\pi 7x dx,images/img_0001665.png
\int \sin -1x \sinh -9x dx,images/img_0001666.png
\int x \ln \left ( 8^2 - (-7)^2 x^2 \right ) dx,images/img_0001667.png
\int x \cos -3x dx,images/img_0001668.png
\int \sqrt{x-7} dx,images/img_0001669.png
\int \cos -3x \sin -8x dx,images/img_0001670.png
\int x \ln \left ( (-8)^2 - 7^2 x^2 \right ) dx,images/img_0001671.png
\int \csc^3x \cot x dx,images/img_0001672.png
\int x(x+9)^8 dx,images/img_0001673.png
\int e^{-3x} \cos 5x dx,images/img_0001674.png
\int\frac{1}{\sqrt{6x^2+ex+c}} dx,images/img_0001675.png
\int \cos^2 -5x dx,images/img_0001676.png
\int\frac{1}{\sqrt{4x^2-3x-7}} dx,images/img_0001677.png
\int x^e \cos x dx,images/img_0001678.png
\int \sqrt{-4 x^2 -8 x -3} dx,images/img_0001679.png
\int \cos^2 -7x \sin -7x dx,images/img_0001680.png
\int \ln ( x^2 - (-4)^2 ) {dx},images/img_0001681.png
\int x \sqrt{8x -1} dx,images/img_0001682.png
\int \frac{1}{\sqrt{x^2 + a^2}} dx,images/img_0001683.png
\int \tanh ax dx,images/img_0001684.png
\int (\pi x+8)^{3/2} dx,images/img_0001685.png
\int e^{-5x} \tanh -8x dx,images/img_0001686.png
\int \frac{x}{\sqrt{x+ 6} } dx,images/img_0001687.png
\int \sqrt{-9x-2} dx,images/img_0001688.png
\int \frac{x}{\sqrt{x+ 9} } dx,images/img_0001689.png
\int \frac{1}{(x-6)(x+6)} dx,images/img_0001690.png
\int \sqrt{x(8x+2)} dx,images/img_0001691.png
\int \cos x \sin x dx,images/img_0001692.png
\int e^{7x} \cosh -8x dx,images/img_0001693.png
\int x^3 \sin x dx,images/img_0001694.png
\int x^2 \ln x dx,images/img_0001695.png
\int x^6 \cos 4x dx,images/img_0001696.png
\int \sin^2 3x \cos^2 3x dx,images/img_0001697.png
\int \cos^p -1x dx,images/img_0001698.png
\int \sqrt{x(\pi x+4)} dx,images/img_0001699.png
\int x \sqrt{2x + 7} dx,images/img_0001700.png
\int \sqrt{-5x+\pi } dx,images/img_0001701.png
\int \sqrt{x^3(6x+6)} dx,images/img_0001702.png
\int \cos 5x dx,images/img_0001703.png
\int x \sqrt{-5x -6} dx,images/img_0001704.png
\int \sin^2 -3x \cos^2 3x dx,images/img_0001705.png
\int x \ln x dx,images/img_0001706.png
\int e^{8x} \sin -8x dx,images/img_0001707.png
\int \sqrt{-9 x^2 + e x -5} dx,images/img_0001708.png
\int x \ln (-7x -4) dx,images/img_0001709.png
\int \frac{1}{-7x^2-2x-4} dx,images/img_0001710.png
\int \ln (1x + 5) dx,images/img_0001711.png
\int \ln (6x + e) dx,images/img_0001712.png
\int x(x-8)^2 dx,images/img_0001713.png
\int \cos -6x dx,images/img_0001714.png
\int \sinh 3x \cosh 3x dx,images/img_0001715.png
\int \sqrt{x-a} dx,images/img_0001716.png
\int \sqrt{-4 x^2 + 2 x -8} dx,images/img_0001717.png
\int \tan^3 -5x dx,images/img_0001718.png
\int \frac{1}{(x+5)^2} dx,images/img_0001719.png
\int \sin -1x dx,images/img_0001720.png
\int \sqrt{5x-3} dx,images/img_0001721.png
\int e^{6x} \cosh \pi x dx,images/img_0001722.png
\int \sinh 8x \cosh ex dx,images/img_0001723.png
\int\frac{1}{\sqrt{5x^2-2x-2}} dx,images/img_0001724.png
\int \frac{1}{4x+b} dx,images/img_0001725.png
\int e^{1x} \cosh 3x dx,images/img_0001726.png
\int \tan -4x dx,images/img_0001727.png
\int \sqrt{x^3(5x+5)} dx,images/img_0001728.png
\int (x+7)^\pi dx,images/img_0001729.png
\int \sin^2 -4x dx,images/img_0001730.png
\int x^2 \cos -5x dx,images/img_0001731.png
\int \sin^2 -4x \cos \pi x dx,images/img_0001732.png
\int e^{6x} \tanh -7x dx,images/img_0001733.png
\int \cos^2 -2x \sin -7x dx,images/img_0001734.png
\int \sin^2 ax \cos ex dx,images/img_0001735.png
\int e^{ex^2} dx,images/img_0001736.png
\int \sqrt{x(8x+5)} dx,images/img_0001737.png
\int x e^{+6x^2} {dx},images/img_0001738.png
\int x \sqrt{6 x^2 + 4x + 8} dx,images/img_0001739.png
\int \sin^2 -5x \cos^2 -1x dx,images/img_0001740.png
\int x^2 e^{-2x^2} {dx},images/img_0001741.png
\int \sin -6x \cosh 8x dx,images/img_0001742.png
\int \frac{1}{(x+3)(x-4)} dx,images/img_0001743.png
\int \sqrt{-6 x^2 + 8 x -2} dx,images/img_0001744.png
\int \ln \left ( -3x^2 -3x + 7\right) dx,images/img_0001745.png
\int x(x+5)^8 dx,images/img_0001746.png
\int x^2 e^{8x} dx,images/img_0001747.png
\int x \ln \left ( 3^2 - (-5)^2 x^2 \right ) dx,images/img_0001748.png
\int e^{-9x} \cos -7x dx,images/img_0001749.png
\int \frac{1}{\sqrt{-8-x}} dx,images/img_0001750.png
\int \sqrt{6x-5} dx,images/img_0001751.png
\int x \sqrt{-2 x^2 + 8x + 2} dx,images/img_0001752.png
\int \cos^2 6x \sin -1x dx,images/img_0001753.png
\int \tan^6 ax dx,images/img_0001754.png
\int x \ln \left ( (-2)^2 - (-8)^2 x^2 \right ) dx,images/img_0001755.png
\int \sqrt{\frac{x}{-6-x}} dx,images/img_0001756.png
\int (x+8)^3 dx,images/img_0001757.png
\int x \sqrt{6 x^2 + 5x -1} dx,images/img_0001758.png
\int \cos^2 3x \sin 3x dx,images/img_0001759.png
\int x^2 \cos 8x dx,images/img_0001760.png
\int\frac{1}{\sqrt{ex^2-3x-6}} dx,images/img_0001761.png
\int \sin^2 8x \cos 8x dx,images/img_0001762.png
\int \sqrt{(-5)^2 - x^2} dx,images/img_0001763.png
\int \frac{1}{(x+6)^2} dx,images/img_0001764.png
\int \frac{1}{\sqrt{8^2 - x^2}} dx,images/img_0001765.png
\int x(x-8)^n dx,images/img_0001766.png
\int \frac{1}{(-5)^2+x^2} dx,images/img_0001767.png
\int \tan^6 2x dx,images/img_0001768.png
\int e^{-7x} \cosh ex dx,images/img_0001769.png
\int e^{-4x} \sinh -2x dx,images/img_0001770.png
\int \cos^2 2x \sin 2x dx,images/img_0001771.png
\int e^{ax} \tanh -5x dx,images/img_0001772.png
\int x \sqrt{5x + \pi } dx,images/img_0001773.png
\int \sqrt{3x+4} dx,images/img_0001774.png
\int \ln (-6x -6) dx,images/img_0001775.png
\int \cos ax \sinh -3x dx,images/img_0001776.png
\int (ax-5)^{3/2} dx,images/img_0001777.png
\int e^{8x} \cos 9x dx,images/img_0001778.png
\int \frac{1}{ax-6} dx,images/img_0001779.png
\int \sqrt{1 x^2 -1 x -3} dx,images/img_0001780.png
\int x(x+8)^5 dx,images/img_0001781.png
\int \frac{1}{5x^2+bx+6} dx,images/img_0001782.png
\int x \sqrt{-5x + 3} dx,images/img_0001783.png
\int e^{-7x} \sin 3x dx,images/img_0001784.png
\int \cos -2x \sin -9x dx,images/img_0001785.png
\int \sinh \pi x \cosh -5x dx,images/img_0001786.png
\int \frac{1}{\sqrt{-3-x}} dx,images/img_0001787.png
\int e^{-7x} \cos -4x dx,images/img_0001788.png
\int \sqrt{x^3(-8x+9)} dx,images/img_0001789.png
\int \sqrt{\frac{x}{-5-x}} dx,images/img_0001790.png
\int \sec^7 x \tan x dx,images/img_0001791.png
\int x^\pi \cos x dx,images/img_0001792.png
\int \ln \left ( -3x^2 + 6x -5\right) dx,images/img_0001793.png
\int\frac{dx}{(e^2+x^2)^{3/2}},images/img_0001794.png
\int \cos -9x \sin ex dx,images/img_0001795.png
\int \sqrt{1x+e} dx,images/img_0001796.png
\int \cos -6x \sinh -8x dx,images/img_0001797.png
\int \sin^2 -8x \cos^2 -8x dx,images/img_0001798.png
\int \tanh 8x dx,images/img_0001799.png
\int \tan^\pi 6x dx,images/img_0001800.png
\int \frac{1}{4x^2+ex-5} dx,images/img_0001801.png
\int \csc^2 4x dx,images/img_0001802.png
\int \sqrt{9 x^2 + 9 x -3} dx,images/img_0001803.png
\int\frac{1}{\sqrt{ax^2+7x+7}} dx,images/img_0001804.png
\int \sin -1x \sinh 9x dx,images/img_0001805.png
\int\frac{dx}{(5^2+x^2)^{3/2}},images/img_0001806.png
\int e^{-1x} dx,images/img_0001807.png
\int x^2 e^{-7x} dx,images/img_0001808.png
\int \csc^2x \cot x dx,images/img_0001809.png
\int x^9 \cos 2x dx,images/img_0001810.png
\int e^{3x} \sin -6x dx,images/img_0001811.png
\int \frac{1}{(x-9)(x-1)} dx,images/img_0001812.png
\int \cos^p -7x dx,images/img_0001813.png
\int \frac{x}{8x^2+8x-8} dx,images/img_0001814.png
\int \cos^2 \cdot ex \sin 5x dx,images/img_0001815.png
\int \cos 4x \sin -2x dx,images/img_0001816.png
\int x \ln \left ( (-7)^2 - (-6)^2 x^2 \right ) dx,images/img_0001817.png
\int \ln (-8x + 1) dx,images/img_0001818.png
\int \frac{1}{7x^2+3x+8} dx,images/img_0001819.png
\int \frac{x}{\sqrt{x+ \pi } } dx,images/img_0001820.png
\int \frac{x}{\sqrt{4x^2+7x+9}} dx,images/img_0001821.png
\int e^{ex} \sin -4x dx,images/img_0001822.png
\int \tan 4x dx,images/img_0001823.png
\int \frac{1}{\sqrt{5-x}} dx,images/img_0001824.png
\int \sqrt{x^3(-2x+3)} dx,images/img_0001825.png
\int x(x-4)^\pi dx,images/img_0001826.png
\int\frac{1}{\sqrt{ex^2+5x+8}} dx,images/img_0001827.png
\int \sin^2 -6x \cos^2 -5x dx,images/img_0001828.png
\int \frac{x^2}{4^2+x^2} dx,images/img_0001829.png
\int \frac{x^2}{(-1)^2+x^2} dx,images/img_0001830.png
\int \frac{1}{3x^2-9x+1} dx,images/img_0001831.png
\int x \sqrt{-6 x^2 + 9x + 3} dx,images/img_0001832.png
\int x^4 \sin x dx,images/img_0001833.png
\int \tan^8 -3x dx,images/img_0001834.png
\int x^2 e^{5x} dx,images/img_0001835.png
\int \frac{1}{4x^2-7x-9} dx,images/img_0001836.png
\int x \ln (ex + \pi ) dx,images/img_0001837.png
\int x^2 e^{-1x} dx,images/img_0001838.png
\int \cos^3 -7x dx,images/img_0001839.png
\int \ln (2x -6) dx,images/img_0001840.png
\int \tan^4 9x dx,images/img_0001841.png
\int \sin -6x \sinh 5x dx,images/img_0001842.png
\int\frac{1}{\sqrt{-9x^2-6x+8}} dx,images/img_0001843.png
\int x^2 e^{+8x^2} {dx},images/img_0001844.png
\int \ln \left ( 8x^2 + 6x + c\right) dx,images/img_0001845.png
\int x^\pi dx,images/img_0001846.png
\int x(x-5)^n dx,images/img_0001847.png
\int \ln \left ( ax^2 + 1x -2\right) dx,images/img_0001848.png
\int \sqrt{\frac{x}{5+x}} dx,images/img_0001849.png
\int x \sqrt{1x -2} dx,images/img_0001850.png
\int \frac{\ln x}{x^2} dx,images/img_0001851.png
\int (-6x+4)^{3/2} dx,images/img_0001852.png
\int x \sin 1x dx,images/img_0001853.png
\int x^7 \cos x dx,images/img_0001854.png
\int x^2 \cos -1x dx,images/img_0001855.png
\int e^{ax} \tanh -8x dx,images/img_0001856.png
\int e^{-2x} \tanh -7x dx,images/img_0001857.png
\int \ln \left ( -8x^2 -4x -2\right) dx,images/img_0001858.png
\int \sin^2 6x \cos^2 -9x dx,images/img_0001859.png
\int x e^{2x} dx,images/img_0001860.png
\int x \sqrt{a x^2 + 5x + 9} dx,images/img_0001861.png
\int \frac{x}{1x^2+7x+6} dx,images/img_0001862.png
\int (-8x+\pi )^{3/2} dx,images/img_0001863.png
\int x \ln \left ( \pi ^2 - 1^2 x^2 \right ) dx,images/img_0001864.png
\int \sqrt{-3x-5} dx,images/img_0001865.png
\int e^{8x} \cosh -9x dx,images/img_0001866.png
\int \sin^2 2x dx,images/img_0001867.png
\int x \sqrt{x^2 + (-8)^2} dx,images/img_0001868.png
\int x^5 \cos -1x dx,images/img_0001869.png
\int \frac{x}{(x+1)^2} dx,images/img_0001870.png
\int \sin 2x \sinh -9x dx,images/img_0001871.png
\int \sin^3 -3x dx,images/img_0001872.png
\int \frac{1}{-3x+e} dx,images/img_0001873.png
\int x^n \cos -6x dx,images/img_0001874.png
\int x \ln \left ( (-4)^2 - 4^2 x^2 \right ) dx,images/img_0001875.png
\int x^2 \sin -3x dx,images/img_0001876.png
\int \frac{x}{\sqrt{4x^2+7x+\pi }} dx,images/img_0001877.png
\int \sqrt{3^2 - x^2} dx,images/img_0001878.png
\int \ln \left ( -7x^2 + 9x -5\right) dx,images/img_0001879.png
\int \ln (2x -8) dx,images/img_0001880.png
\int \sin^2 5x \cos 9x dx,images/img_0001881.png
\int e^{1x} \cos 8x dx,images/img_0001882.png
\int e^{-6x} \cosh bx dx,images/img_0001883.png
\int \sqrt{x^3(4x-9)} dx,images/img_0001884.png
\int \sqrt{x^3(-7x+4)} dx,images/img_0001885.png
\int \sin 7x \cosh 1x dx,images/img_0001886.png
\int e^{9x} \tanh 3x dx,images/img_0001887.png
\int \ln (3x + 5) dx,images/img_0001888.png
\int e^{2x} \cosh 9x dx,images/img_0001889.png
\int \sin -9x \sinh 7x dx,images/img_0001890.png
\int x \sqrt{-9 x^2 + 7x + 4} dx,images/img_0001891.png
\int \frac{x}{-7x^2+6x+c} dx,images/img_0001892.png
\int x^2 e^{-4x} dx,images/img_0001893.png
\int e^{5x} \tanh ex dx,images/img_0001894.png
\int \frac{1}{-2x-2} dx,images/img_0001895.png
\int \sqrt{x(7x-5)} dx,images/img_0001896.png
\int (8x-5)^{3/2} dx,images/img_0001897.png
\int x^2 e^{1x} dx,images/img_0001898.png
\int\frac{1}{\sqrt{-1x^2+bx-6}} dx,images/img_0001899.png
\int \sinh 4x dx,images/img_0001900.png
\int \sin^2 -6x dx,images/img_0001901.png
\int \tan^2 1x dx,images/img_0001902.png
\int \frac{x}{\sqrt{-3x^2+2x-2}} dx,images/img_0001903.png
\int \frac{x}{(x+6)^2} dx,images/img_0001904.png
\int \cos \pi x dx,images/img_0001905.png
\int \cos -7x \sin 1x dx,images/img_0001906.png
\int x \ln \left ( (-3)^2 - (-9)^2 x^2 \right ) dx,images/img_0001907.png
\int x^2 e^{+7x^2} {dx},images/img_0001908.png
\int \sqrt{ax-5} dx,images/img_0001909.png
\int x\sqrt{x-2} dx,images/img_0001910.png
\int \frac{1}{\sqrt{x+ e}} dx,images/img_0001911.png
\int \frac{x}{(x+7)^2} dx,images/img_0001912.png
